7.4103e-08,12833675.5646817
1.2085e-07,14277555.6824672
1.9045e-07,15422578.6551511
2.9447e-07,17680339.4625177
4.381e-07,19747235.3870458
6.3498e-07,17135023.9890336
8.9608e-07,17507002.8011205
1.2443e-06,24271844.6601943
1.6911e-06,37878787.8787875
2.2764e-06,11574074.0740741
3.144e-06,-10822510.8225109
4.3445e-06,-2175805.04786772
5.9072e-06,-838082.467314783
7.9455e-06,-569346.390343884
1.0349e-05,-554569.653948535
1.3212e-05,-537634.408602151
1.6433e-05,-433275.563258231
1.9113e-05,737463.126843662
2.2816e-05,209205.020920502
2.5632e-05,114836.931557189
2.9559e-05,99880.1438274071
8.6844e-08,11856207.9104619
1.3177e-07,11266336.1874718
2.0479e-07,11726078.7992495
3.1553e-07,14943215.7800359
4.7063e-07,20080321.2851407
6.7339e-07,20458265.1391162
9.4637e-07,22706630.336058
1.3014e-06,24752475.2475245
1.7683e-06,21367521.3675217
2.4e-06,43859649.1228053
3.2615e-06,-32051282.0512814
4.4547e-06,-7062146.89265543
6.0065e-06,-3875968.99224806
8.0822e-06,-1618122.97734628
1.0444e-05,-2499999.99999998
1.3205e-05,249999999.999875
1.6385e-05,1811594.20289854
1.9881e-05,922509.225092258
2.3386e-05,329815.303430078
2.6945e-05,187969.92481203
3.0384e-05,122249.388753056
9.0242e-08,11900228.4843869
1.3539e-07,11150758.2515611
2.0876e-07,10969723.5629662
3.1855e-07,11230907.4573226
4.7195e-07,10785159.6203624
6.7749e-07,8369601.60696353
9.4621e-07,5872680.29128494
1.2956e-06,3617945.00723588
1.7503e-06,2768549.28017719
2.373e-06,1763046.54442877
3.193e-06,1221299.46262824
4.3261e-06,878425.860857344
5.9006e-06,731635.937957271
7.8232e-06,605033.881897387
1.0316e-05,516528.925619836
1.3199e-05,503018.108651911
1.6228e-05,294464.075382804
1.9178e-05,148632.580261593
2.2873e-05,127291.242362525
2.6518e-05,113533.151680291
2.9628e-05,88090.2043692743
8.8828e-08,10691985.2878282
1.3552e-07,9920634.92063493
2.0953e-07,10683760.6837607
3.1851e-07,11205737.3375168
4.725e-07,11927480.9160305
6.7726e-07,10679196.9243913
9.5015e-07,9100837.27702946
1.2985e-06,6426735.21850897
1.755e-06,4699248.12030075
2.3916e-06,4655493.48230912
3.2219e-06,2896871.37891078
4.3855e-06,2648305.08474575
5.915e-06,1957713.3907596
7.8587e-06,1512401.6938899
1.0231e-05,844594.594594599
1.2991e-05,816993.464052287
1.6068e-05,543478.260869562
1.9447e-05,1068376.06837606
2.2838e-05,314070.351758794
2.6247e-05,391236.306729265
2.9298e-05,172771.250863856
