6.2665e-08,216825672.159584
9.7373e-08,78443677.4395984
1.4688e-07,26315789.4736842
2.1958e-07,14845605.7007126
3.2017e-07,8234519.10408432
4.6352e-07,4971167.23006562
6.7422e-07,2994370.58330339
9.8973e-07,1734063.95227856
1.5016e-06,1148369.31557189
2.3066e-06,702839.471464718
3.594e-06,443419.652358992
5.573e-06,286730.129602019
8.3772e-06,194688.887158321
1.2032e-05,131509.731720147
1.6241e-05,89541.547277937
2.1023e-05,64699.7929606625
2.6048e-05,47072.1144793824
3.1031e-05,36279.2047598317
3.5885e-05,29174.9328976543
4.0265e-05,24177.9497098646
4.4067e-05,20724.5295531791
8.8172e-08,109745390.693591
1.2466e-07,49019607.8431374
1.7855e-07,17743080.1987225
2.5987e-07,9466111.32146915
3.7651e-07,5322546.30615286
5.4374e-07,3272679.67011389
7.923e-07,2006742.65532188
1.1752e-06,1253761.28385156
1.766e-06,793398.920977468
2.7055e-06,520724.848989794
4.1618e-06,344589.937973811
6.2797e-06,234499.57790076
9.2091e-06,157242.593873829
1.2965e-05,115955.47309833
1.7159e-05,81806.2827225131
2.1836e-05,59552.1676989042
2.6748e-05,45322.6976069615
3.1617e-05,35265.9049231203
3.6244e-05,28496.5234241423
4.0537e-05,23914.2911804094
4.4316e-05,20661.1570247934
9.1681e-08,42735042.7350427
1.2452e-07,26178010.4712042
1.8133e-07,15234613.0408288
2.6475e-07,8775008.77500877
3.8489e-07,5329354.08228523
5.5701e-07,3222064.69905916
8.1151e-07,1965872.45419517
1.1966e-06,1184272.85646613
1.8082e-06,769941.484447182
2.7749e-06,493291.239147593
4.2618e-06,325860.271115746
6.4225e-06,227707.441479188
9.3567e-06,146773.909469853
1.3127e-05,115740.740740741
1.7391e-05,81726.0542661001
2.2021e-05,58948.3612355577
2.6935e-05,45077.5333573747
3.173e-05,34974.8181309457
3.6383e-05,28493.2755869615
4.0658e-05,24073.1824747232
4.4334e-05,20715.9429897249
9.3466e-08,62204528.489674
1.2772e-07,27027027.0270271
1.825e-07,13774104.6831956
2.6482e-07,7649938.8004896
3.8382e-07,4774637.12757831
5.5395e-07,2891844.99710815
8.0877e-07,1848018.92371378
1.2006e-06,1175917.21542803
1.8115e-06,732708.089097303
2.7843e-06,488567.520031269
4.2782e-06,322539.027222294
6.4474e-06,224901.043540842
9.3774e-06,152012.647452268
1.3255e-05,121536.217792902
1.7436e-05,81459.7588791137
2.2146e-05,58630.3939962477
2.703e-05,44738.7258410881
3.1844e-05,35023.8161950126
3.6456e-05,28591.0338517841
4.0688e-05,23934.8970799426
4.4407e-05,20630.4670737745
