5.64435e-08,20091617.7770634
8.87185e-08,14443353.1688717
1.3597e-07,11457378.5517874
2.02915e-07,7500750.0750075
2.9566e-07,5099959.2003264
4.2917e-07,3639010.18922853
6.27395e-07,2669514.14842499
9.32575e-07,2187035.25500831
1.42615e-06,1656726.30881378
2.2201e-06,1445086.70520231
3.4845e-06,1141552.51141553
5.3897e-06,681942.171303873
8.01095e-06,341296.928327645
1.1322e-05,176056.338028169
1.5035e-05,103648.424543947
1.91415e-05,66436.353972894
2.33815e-05,46877.9298706169
2.7525e-05,35653.1660011409
3.14875e-05,28425.2416145537
3.4996e-05,23723.6667299298
3.7958e-05,20461.6140121133
8.33255e-08,25791808.5216135
1.16975e-07,16265452.1795706
1.67865e-07,11698642.9574169
2.44205e-07,7979572.29492499
3.53295e-07,5384449.70923972
5.1012e-07,3718024.9851279
7.4744e-07,2786446.72313865
1.11615e-06,2116850.12701101
1.69835e-06,1847745.75018477
2.6312e-06,1682368.77523553
4.04795e-06,1097935.88054458
6.0697e-06,595238.095238095
8.78725e-06,296313.85563589
1.2153e-05,153940.886699507
1.5829e-05,93984.962406015
1.98235e-05,62111.801242236
2.39285e-05,44334.1017910977
2.79625e-05,34204.4055274319
3.1755e-05,27845.8453998663
3.5182e-05,23342.6704014939
3.8106e-05,20128.8244766506
8.87945e-08,43305040.7067383
1.18525e-07,20850708.9241034
1.71475e-07,12683916.7935058
2.4874e-07,7807620.23735166
3.60685e-07,5164222.26812642
5.2243e-07,3614806.2463852
7.64e-07,2631025.04735845
1.1383e-06,2144082.33276158
1.7296e-06,1590330.78880407
2.6706e-06,1198465.96356663
4.10175e-06,781005.935645112
6.1464e-06,452734.516479537
8.8403e-06,242060.418280403
1.22215e-05,138045.278851463
1.5949e-05,86685.1595006935
1.991e-05,59213.6428233065
2.40205e-05,42889.0032595643
2.80345e-05,33824.9222026789
3.1815e-05,27364.2732049037
3.52245e-05,23005.4292813104
3.81165e-05,20104.5436268597
8.97105e-08,33284516.0431368
1.20865e-07,18234865.0619985
1.72115e-07,12036591.2373616
2.5057e-07,8771929.8245614
3.61085e-07,5498130.6355839
5.20565e-07,3744196.49543208
7.61005e-07,2616978.95948917
1.1382e-06,2003205.12820513
1.72755e-06,1488981.53662895
2.66845e-06,1078981.4415192
4.09625e-06,687001.923605386
6.1328e-06,397329.942784488
8.8205e-06,224456.814508889
1.22675e-05,126582.278481013
1.591e-05,81913.499344692
1.9864e-05,54776.5118317265
2.39305e-05,40329.0853363446
2.7902e-05,31709.7919837646
3.1686e-05,26205.4507337526
3.5058e-05,22202.486678508
3.79605e-05,19390.3668657411
